NIS,age,number
23000,62,8087
23000,63,7750
23000,64,7473
23000,65,7050
23000,66,6816
23000,67,6625
23000,68,6336
23000,69,6201
23000,70,6036
23000,71,6085
23000,72,5813
23000,73,5949
23000,74,5098
23000,75,5018
23000,76,4778
23000,77,4022
23000,78,3462
23000,79,3807
23000,80,3985
23000,81,3940
23000,82,3821
23000,83,3421
23000,84,3147
23000,85,3146
23000,86,2878
23000,87,2562
23000,88,2269
23000,89,2036
23000,90,1605
23000,91,1243
23000,92,1034
23000,93,812
23000,94,587
23000,95,501
23000,96,342
23000,97,201
23000,98,151
23000,99,97
23000,100,44
23000,101,18
23000,102,10
23000,103,9
23000,104,5
23000,105,3
23000,106,2
23000,107,1
23000,108,1
24000,0,4628
24000,1,4724
24000,2,4956
24000,3,4990
24000,4,5083
24000,5,5382
24000,6,5435
24000,7,5507
24000,8,5511
24000,9,5718
24000,10,5607
24000,11,5737
24000,12,5738
24000,13,5777
24000,14,5607
24000,15,5519
24000,16,5294
24000,17,5331
24000,18,5272
24000,19,5511
24000,20,5647
24000,21,5800
24000,22,5943
24000,23,6231
24000,24,6464
24000,25,6613
24000,26,6739
24000,27,6915
24000,28,6754
24000,29,6577
24000,30,6453
24000,31,6362
24000,32,6360
24000,33,6356
24000,34,6136
24000,35,6134
24000,36,6572
24000,37,6509
24000,38,6669
24000,39,6788
24000,40,6753
24000,41,6725
24000,42,6696
24000,43,6447
24000,44,6328
24000,45,6540
24000,46,6600
24000,47,6755
24000,48,6959
24000,49,7067
24000,50,6987
24000,51,7028
24000,52,7122
24000,53,7393
24000,54,7450
24000,55,7816
24000,56,7589
24000,57,7163
24000,58,7206
24000,59,7094
24000,60,7080
24000,61,6744
24000,62,6725
24000,63,6548
24000,64,6335
24000,65,6074
24000,66,5927
24000,67,5686
24000,68,5526
24000,69,5400
24000,70,5283
24000,71,5219
24000,72,5110
24000,73,4913
24000,74,4435
24000,75,4306
24000,76,4090
24000,77,3495
24000,78,3145
24000,79,3236
24000,80,3390
24000,81,3225
24000,82,3160
24000,83,2820
24000,84,2702
24000,85,2546
24000,86,2346
24000,87,2133
24000,88,1980
24000,89,1739
24000,90,1280
24000,91,1103
24000,92,873
24000,93,722
24000,94,558
24000,95,382
24000,96,282
24000,97,197
24000,98,124
24000,99,78
24000,100,47
24000,101,19
24000,102,14
24000,103,3
24000,104,1
24000,105,4
24000,106,2
24000,107,2
24000,108,1
25000,0,3776
25000,1,3875
25000,2,4074
25000,3,4212
25000,4,4321
25000,5,4412
25000,6,4571
25000,7,4567
25000,8,4601
25000,9,4948
25000,10,4973
25000,11,4980
25000,12,5030
25000,13,5105
25000,14,5044
25000,15,4953
25000,16,4931
25000,17,4910
25000,18,5143
25000,19,5148
25000,20,5070
25000,21,5029
25000,22,5127
25000,23,5173
25000,24,4810
25000,25,4656
25000,26,4699
25000,27,4738
25000,28,4756
25000,29,4619
25000,30,4740
25000,31,4780
25000,32,4699
25000,33,4843
25000,34,4743
25000,35,4777
25000,36,4875
25000,37,4843
25000,38,5013
25000,39,5109
25000,40,5075
25000,41,5022
25000,42,5154
25000,43,5328
25000,44,5301
25000,45,5356
25000,46,5595
25000,47,5851
25000,48,5977
25000,49,5632
25000,50,5629
25000,51,5516
25000,52,5657
25000,53,5803
25000,54,5861
25000,55,5828
25000,56,5696
25000,57,5637
25000,58,5625
25000,59,5621
25000,60,5423
25000,61,5285
25000,62,5074
25000,63,4981
25000,64,4927
25000,65,4647
25000,66,4608
25000,67,4516
25000,68,4300
25000,69,4329
25000,70,4257
25000,71,4353
25000,72,4381
25000,73,4289
25000,74,3345
25000,75,3296
25000,76,2989
25000,77,2491
25000,78,2215
25000,79,2326
25000,80,2494
25000,81,2345
25000,82,2133
25000,83,2023
25000,84,1770
25000,85,1670
25000,86,1569
25000,87,1460
25000,88,1336
25000,89,1173
25000,90,961
25000,91,735
25000,92,609
25000,93,487
25000,94,406
25000,95,326
25000,96,230
25000,97,148
25000,98,129
25000,99,73
25000,100,41
25000,101,10
25000,102,7
25000,103,5
25000,104,4
25000,105,6
31000,0,2174
31000,1,2357
31000,2,2234
31000,3,2424
31000,4,2338
31000,5,2456
31000,6,2492
31000,7,2623
31000,8,2641
31000,9,2772
31000,10,2739
31000,11,2811
31000,12,2761
31000,13,2748
31000,14,2711
31000,15,2687
31000,16,2624
31000,17,2622
31000,18,2702
31000,19,2869
31000,20,2924
31000,21,3057
31000,22,3167
31000,23,3186
31000,24,3142
31000,25,3082
31000,26,3203
31000,27,3300
31000,28,3207
31000,29,3189
31000,30,3085
31000,31,3075
31000,32,2975
31000,33,3194
31000,34,2994
31000,35,3119
31000,36,3210
31000,37,3120
31000,38,3227
31000,39,3182
31000,40,3165
31000,41,3358
31000,42,3211
31000,43,3283
31000,44,3196
31000,45,3388
31000,46,3427
31000,47,3633
31000,48,3857
31000,49,3965
31000,50,3943
31000,51,3842
31000,52,3958
31000,53,4183
31000,54,4192
31000,55,4426
31000,56,4348
31000,57,4401
31000,58,4355
31000,59,4215
31000,60,4291
31000,61,4171
31000,62,4050
31000,63,4136
31000,64,4053
31000,65,3870
31000,66,3740
31000,67,3778
31000,68,3605
31000,69,3710
31000,70,3554
31000,71,3582
31000,72,3520
31000,73,3581
31000,74,3152
31000,75,3116
31000,76,2836
31000,77,2514
31000,78,2199
31000,79,2220
31000,80,2482
31000,81,2387
31000,82,2257
31000,83,2093
31000,84,1821
31000,85,1781
31000,86,1628
31000,87,1452
31000,88,1335
31000,89,1106
31000,90,925
31000,91,761
31000,92,559
31000,93,527
31000,94,375
31000,95,274
31000,96,185
31000,97,147
31000,98,103
31000,99,57
31000,100,20
31000,101,8
31000,102,4
31000,103,5
31000,104,3
31000,106,1
31000,108,1
31000,109,1
32000,0,545
32000,1,579
32000,2,532
32000,3,565
32000,4,553
32000,5,574
32000,6,586
32000,7,601
32000,8,583
32000,9,568
32000,10,622
32000,11,621
32000,12,584
32000,13,525
32000,14,551
32000,15,500
32000,16,499
32000,17,504
32000,18,533
32000,19,560
32000,20,540
32000,21,603
32000,22,543
32000,23,565
32000,24,544
32000,25,600
32000,26,657
32000,27,646
32000,28,660
32000,29,649
32000,30,652
32000,31,685
32000,32,631
32000,33,658
32000,34,618
32000,35,610
32000,36,689
32000,37,701
32000,38,663
32000,39,615
32000,40,659
32000,41,620
32000,42,593
32000,43,594
32000,44,581
32000,45,603
32000,46,636
32000,47,645
32000,48,687
32000,49,709
32000,50,686
32000,51,723
32000,52,773
32000,53,755
32000,54,794
32000,55,823
32000,56,782
32000,57,779
32000,58,721
32000,59,685
32000,60,706
32000,61,708
32000,62,672
32000,63,616
32000,64,609
32000,65,618
32000,66,597
32000,67,583
32000,68,525
32000,69,510
32000,70,527
32000,71,506
32000,72,479
32000,73,472
32000,74,436
32000,75,428
32000,76,431
32000,77,358
32000,78,352
32000,79,340
32000,80,359
32000,81,410
32000,82,335
32000,83,318
32000,84,299
32000,85,284
32000,86,260
32000,87,247
32000,88,207
32000,89,203
32000,90,181
32000,91,117
32000,92,100
32000,93,93
32000,94,82
32000,95,55
32000,96,46
32000,97,30
32000,98,16
32000,99,13
32000,100,1
32000,101,3
32000,102,1
32000,103,1
33000,0,992
33000,1,1057
33000,2,1032
33000,3,1056
33000,4,1054
33000,5,1140
33000,6,1145
33000,7,1156
33000,8,1222
33000,9,1246
33000,10,1224
33000,11,1267
33000,12,1247
33000,13,1238
33000,14,1190
33000,15,1192
33000,16,1118
33000,17,1144
33000,18,1143
33000,19,1214
33000,20,1130
33000,21,1231
33000,22,1190
33000,23,1209
33000,24,1195
33000,25,1167
33000,26,1256
33000,27,1186
33000,28,1367
33000,29,1250
33000,30,1256
33000,31,1202
33000,32,1204
33000,33,1237
33000,34,1231
33000,35,1188
33000,36,1349
33000,37,1268
33000,38,1323
33000,39,1323
33000,40,1269
33000,41,1297
33000,42,1216
33000,43,1244
33000,44,1274
33000,45,1284
33000,46,1329
33000,47,1337
33000,48,1403
33000,49,1452
33000,50,1465
33000,51,1364
33000,52,1507
33000,53,1536
33000,54,1599
33000,55,1595
33000,56,1553
33000,57,1552
33000,58,1564
33000,59,1509
33000,60,1425
33000,61,1437
33000,62,1457
33000,63,1300
33000,64,1326
33000,65,1306
33000,66,1270
33000,67,1225
33000,68,1150
33000,69,1178
33000,70,1184
33000,71,1170
33000,72,1155
33000,73,1091
33000,74,1012
33000,75,880
33000,76,960
33000,77,799
33000,78,718
33000,79,750
33000,80,803
33000,81,768
33000,82,706
33000,83,690
33000,84,645
33000,85,610
33000,86,503
33000,87,510
33000,88,461
33000,89,437
33000,90,338
33000,91,291
33000,92,225
33000,93,163
33000,94,132
33000,95,108
33000,96,59
33000,97,58
33000,98,31
33000,99,24
33000,100,12
33000,101,6
33000,102,7
33000,103,1
33000,105,1
34000,0,2890
34000,1,3032
34000,2,3003
34000,3,3085
34000,4,3187
34000,5,3219
34000,6,3226
34000,7,3222
34000,8,3374
34000,9,3399
34000,10,3249
34000,11,3328
34000,12,3239
34000,13,3166
34000,14,3111
34000,15,3061
34000,16,2965
34000,17,3006
34000,18,3051
34000,19,3162
34000,20,3103
34000,21,3227
34000,22,3346
34000,23,3393
34000,24,3477
34000,25,3562
34000,26,3626
34000,27,3781
34000,28,3770
34000,29,3775
34000,30,3677
34000,31,3593
34000,32,3623
34000,33,3641
34000,34,3480
34000,35,3587
34000,36,3628
34000,37,3613
34000,38,3651
34000,39,3777
34000,40,3728
34000,41,3613
34000,42,3678
34000,43,3443
34000,44,3316
34000,45,3498
34000,46,3481
34000,47,3753
34000,48,3779
34000,49,3985
34000,50,3911
34000,51,3861
34000,52,3925
34000,53,4090
34000,54,4297
34000,55,4599
34000,56,4320
34000,57,4207
34000,58,4085
34000,59,3977
34000,60,3885
34000,61,3832
34000,62,3770
34000,63,3636
34000,64,3581
34000,65,3442
34000,66,3281
34000,67,3291
34000,68,3036
34000,69,2990
34000,70,3023
34000,71,3039
34000,72,2974
34000,73,3015
34000,74,2813
34000,75,2634
34000,76,2419
34000,77,2055
34000,78,1969
34000,79,2041
34000,80,2177
34000,81,2140
34000,82,2069
34000,83,1827
34000,84,1682
34000,85,1575
34000,86,1448
34000,87,1333
34000,88,1211
34000,89,1009
34000,90,874
34000,91,625
34000,92,520
34000,93,420
34000,94,307
34000,95,243
34000,96,171
34000,97,118
34000,98,78
34000,99,46
34000,100,21
34000,101,8
34000,102,7
34000,103,3
34000,104,2
34000,105,1
34000,106,1
35000,0,1242
35000,1,1284
35000,2,1296
35000,3,1380
35000,4,1336
35000,5,1371
35000,6,1362
35000,7,1333
35000,8,1493
35000,9,1482
35000,10,1466
35000,11,1547
35000,12,1476
35000,13,1529
35000,14,1423
35000,15,1412
35000,16,1417
35000,17,1367
35000,18,1429
35000,19,1497
35000,20,1525
35000,21,1496
35000,22,1628
35000,23,1618
35000,24,1600
35000,25,1636
35000,26,1670
35000,27,1688
35000,28,1732
35000,29,1636
35000,30,1693
35000,31,1696
35000,32,1666
35000,33,1556
35000,34,1632
35000,35,1609
35000,36,1595
35000,37,1723
35000,38,1752
35000,39,1811
35000,40,1739
35000,41,1713
35000,42,1647
35000,43,1673
35000,44,1698
35000,45,1724
35000,46,1820
35000,47,2004
35000,48,2006
35000,49,2024
35000,50,2190
35000,51,2104
35000,52,2169
35000,53,2293
35000,54,2410
35000,55,2413
35000,56,2469
35000,57,2433
35000,58,2427
35000,59,2403
35000,60,2394
35000,61,2516
35000,62,2430
35000,63,2526
35000,64,2349
35000,65,2473
35000,66,2409
35000,67,2409
35000,68,2263
35000,69,2175
35000,70,2283
35000,71,2205
35000,72,2108
35000,73,2209
35000,74,1942
35000,75,1821
35000,76,1679
35000,77,1432
35000,78,1355
35000,79,1420
35000,80,1467
35000,81,1428
35000,82,1370
35000,83,1146
35000,84,1051
35000,85,1006
35000,86,901
35000,87,877
35000,88,780
35000,89,671
35000,90,533
35000,91,432
35000,92,304
35000,93,256
35000,94,210
35000,95,152
35000,96,124
35000,97,81
35000,98,53
35000,99,36
35000,100,16
35000,101,8
35000,102,7
35000,103,4
35000,104,5
35000,106,1
36000,0,1566
36000,1,1594
36000,2,1520
36000,3,1612
36000,4,1614
36000,5,1589
36000,6,1678
36000,7,1705
36000,8,1659
36000,9,1751
36000,10,1725
36000,11,1874
36000,12,1733
36000,13,1655
36000,14,1663
36000,15,1564
36000,16,1565
36000,17,1599
36000,18,1618
36000,19,1677
36000,20,1609
36000,21,1853
36000,22,1820
36000,23,1868
36000,24,1823
36000,25,1821
36000,26,1922
36000,27,2019
36000,28,2021
36000,29,2013
36000,30,1980
36000,31,1949
36000,32,1850
36000,33,1877
36000,34,1859
36000,35,1951
36000,36,1983
36000,37,2006
36000,38,2070
36000,39,2024
36000,40,1990
36000,41,1899
36000,42,1988
36000,43,1898
36000,44,1874
36000,45,1979
36000,46,2059
36000,47,2027
36000,48,2142
36000,49,2135
36000,50,2062
36000,51,2168
36000,52,2212
36000,53,2189
36000,54,2233
36000,55,2298
36000,56,2161
36000,57,2140
36000,58,2147
36000,59,1960
36000,60,1997
36000,61,1915
36000,62,1812
36000,63,1879
36000,64,1860
36000,65,1759
36000,66,1609
36000,67,1601
36000,68,1543
36000,69,1506
36000,70,1509
36000,71,1504
36000,72,1523
36000,73,1570
36000,74,1430
36000,75,1359
36000,76,1292
36000,77,1143
36000,78,1054
36000,79,1102
36000,80,1177
36000,81,1153
36000,82,1094
36000,83,961
36000,84,903
36000,85,834
36000,86,779
36000,87,761
36000,88,664
36000,89,491
36000,90,428
36000,91,358
36000,92,272
36000,93,237
36000,94,193
36000,95,121
36000,96,103
36000,97,60
36000,98,35
36000,99,29
36000,100,15
36000,101,8
36000,102,4
36000,103,5
36000,104,1
36000,105,1
37000,0,917
37000,1,906
37000,2,912
37000,3,991
37000,4,936
37000,5,971
37000,6,971
37000,7,1047
37000,8,1013
37000,9,1044
37000,10,1070
37000,11,1136
37000,12,1015
37000,13,1018
37000,14,1082
37000,15,974
37000,16,967
37000,17,974
37000,18,992
37000,19,1010
37000,20,1051
37000,21,1046
37000,22,1057
37000,23,1099
37000,24,1089
37000,25,1052
37000,26,1097
37000,27,1095
37000,28,1198
37000,29,1115
37000,30,1163
37000,31,1103
37000,32,1133
37000,33,1169
37000,34,1125
37000,35,1131
37000,36,1115
37000,37,1182
37000,38,1225
37000,39,1224
37000,40,1169
37000,41,1166
37000,42,1209
37000,43,1142
37000,44,1121
37000,45,1197
37000,46,1226
37000,47,1272
37000,48,1353
37000,49,1312
37000,50,1279
37000,51,1318
37000,52,1319
37000,53,1345
37000,54,1502
37000,55,1414
37000,56,1384
37000,57,1331
37000,58,1301
37000,59,1314
37000,60,1247
37000,61,1208
37000,62,1222
37000,63,1207
37000,64,1159
37000,65,1032
37000,66,1045
37000,67,1027
37000,68,937
37000,69,886
37000,70,898
37000,71,981
37000,72,875
37000,73,895
37000,74,830
37000,75,827
37000,76,730
37000,77,633
37000,78,585
37000,79,587
37000,80,680
37000,81,693
37000,82,565
37000,83,556
37000,84,570
37000,85,544
37000,86,471
37000,87,463
37000,88,389
37000,89,366
37000,90,281
37000,91,226
37000,92,200
37000,93,157
37000,94,128
37000,95,86
37000,96,60
37000,97,35
37000,98,20
37000,99,16
37000,100,13
37000,101,3
37000,102,1
37000,103,2
37000,104,1
37000,105,1
37000,108,1
38000,0,400
38000,1,435
38000,2,405
38000,3,451
38000,4,401
38000,5,419
38000,6,427
38000,7,453
38000,8,454
38000,9,440
38000,10,482
38000,11,481
38000,12,479
38000,13,546
38000,14,499
38000,15,514
38000,16,466
38000,17,515
38000,18,543
38000,19,533
38000,20,568
38000,21,573
38000,22,576
38000,23,594
38000,24,585
38000,25,587
38000,26,550
38000,27,588
38000,28,596
38000,29,549
38000,30,500
38000,31,548
38000,32,521
38000,33,488
38000,34,495
38000,35,527
38000,36,493
38000,37,541
38000,38,562
38000,39,551
38000,40,567
38000,41,553
38000,42,549
38000,43,524
38000,44,550
38000,45,583
38000,46,668
38000,47,690
38000,48,731
38000,49,749
38000,50,779
38000,51,812
38000,52,866
38000,53,893
38000,54,897
38000,55,996
38000,56,986
38000,57,958
38000,58,1014
38000,59,1004
38000,60,1021
38000,61,1038
38000,62,1159
38000,63,1098
38000,64,1135
38000,65,1103
38000,66,1180
38000,67,1176
38000,68,1122
38000,69,1086
38000,70,1135
38000,71,1158
38000,72,1119
38000,73,1136
38000,74,955
38000,75,949
38000,76,928
38000,77,715
38000,78,606
38000,79,583
38000,80,672
38000,81,633
38000,82,568
38000,83,527
38000,84,482
38000,85,444
38000,86,388
38000,87,364
38000,88,308
38000,89,289
38000,90,209
38000,91,173
38000,92,142
38000,93,126
38000,94,101
38000,95,69
38000,96,63
38000,97,41
38000,98,15
38000,99,8
38000,100,2
38000,101,3
38000,102,2
38000,103,1
38000,104,1
38000,105,1
38000,107,1
41000,0,2696
41000,1,2813
41000,2,2839
41000,3,2954
41000,4,3109
41000,5,3127
41000,6,3274
41000,7,3271
41000,8,3301
41000,9,3370
41000,10,3477
41000,11,3470
41000,12,3312
41000,13,3262
41000,14,3221
41000,15,3202
41000,16,3069
41000,17,3024
41000,18,2933
41000,19,3084
41000,20,3125
41000,21,3063
41000,22,3243
41000,23,3104
41000,24,3197
41000,25,2979
41000,26,3227
41000,27,3350
41000,28,3358
41000,29,3398
41000,30,3412
41000,31,3450
41000,32,3393
41000,33,3447
41000,34,3491
41000,35,3512
41000,36,3705
41000,37,3873
41000,38,3903
41000,39,4035
41000,40,3956
41000,41,3948
41000,42,3808
41000,43,3812
41000,44,3790
41000,45,3867
41000,46,3819
41000,47,4141
41000,48,4239
41000,49,4259
41000,50,4277
41000,51,4334
41000,52,4281
41000,53,4350
41000,54,4386
41000,55,4432
41000,56,4525
41000,57,4354
41000,58,4285
41000,59,4215
41000,60,4132
41000,61,4040
41000,62,3959
41000,63,3773
41000,64,3747
41000,65,3503
41000,66,3308
41000,67,3335
41000,68,3246
41000,69,3029
41000,70,3015
41000,71,3041
41000,72,3005
41000,73,2964
41000,74,2519
41000,75,2534
41000,76,2410
41000,77,1966
41000,78,1545
41000,79,1800
41000,80,2037
41000,81,1964
41000,82,1799
41000,83,1715
41000,84,1586
41000,85,1555
41000,86,1409
41000,87,1328
41000,88,1165
41000,89,983
41000,90,725
41000,91,641
41000,92,473
41000,93,351
41000,94,263
41000,95,234
41000,96,142
41000,97,108
41000,98,69
41000,99,44
41000,100,20
41000,101,6
41000,102,3
41000,103,5
41000,104,2
41000,105,1
42000,0,1789
42000,1,1876
42000,2,1934
42000,3,2099
42000,4,2089
42000,5,2131
42000,6,2193
42000,7,2204
42000,8,2303
42000,9,2310
42000,10,2248
42000,11,2404
42000,12,2275
42000,13,2360
42000,14,2242
42000,15,2215
42000,16,2151
42000,17,2041
42000,18,2137
42000,19,2152
42000,20,2114
42000,21,2173
42000,22,2265
42000,23,2258
42000,24,2213
42000,25,2226
42000,26,2300
42000,27,2376
42000,28,2417
42000,29,2403
42000,30,2359
42000,31,2442
42000,32,2435
42000,33,2494
42000,34,2411
42000,35,2486
42000,36,2555
42000,37,2557
42000,38,2751
42000,39,2604
42000,40,2699
42000,41,2741
42000,42,2549
42000,43,2588
42000,44,2473
42000,45,2650
42000,46,2719
42000,47,2765
42000,48,2865
42000,49,2891
42000,50,2822
42000,51,2940
42000,52,2981
42000,53,2946
42000,54,2998
42000,55,3153
42000,56,3017
42000,57,3073
42000,58,2898
42000,59,2891
42000,60,2814
42000,61,2751
42000,62,2702
42000,63,2547
42000,64,2467
42000,65,2494
42000,66,2350
42000,67,2366
42000,68,2350
42000,69,2242
42000,70,2231
42000,71,2160
42000,72,2079
42000,73,2096
42000,74,1770
42000,75,1865
42000,76,1580
42000,77,1340
42000,78,1105
42000,79,1310
42000,80,1351
42000,81,1346
42000,82,1288
42000,83,1204
42000,84,1036
42000,85,988
42000,86,952
42000,87,763
42000,88,718
42000,89,598
42000,90,456
42000,91,354
42000,92,299
42000,93,221
42000,94,196
