hospitalisation,age,mean,sd,lower,upper
Non-hospitalised,36,0.3967981868815159,0.14633350905886178,0.13412290439179,0.7127876467011652
Non-hospitalised,37,0.3892707203264254,0.14321408116914752,0.13220101405502363,0.6985147946170589
Non-hospitalised,38,0.3818292182295556,0.1401296366016918,0.13030118554957057,0.6844061956872404
Non-hospitalised,39,0.3744444943640146,0.1370678096635438,0.12841604104402127,0.6704069684334412
Non-hospitalised,40,0.3671530992058787,0.13404429372615334,0.1265547692278677,0.6565854699659297
Non-hospitalised,41,0.3599146559911818,0.13104196830497283,0.12470716681262094,0.6428658017397977
Non-hospitalised,42,0.35270509653841475,0.12805071525068928,0.12286713036401825,0.6292025666221737
Non-hospitalised,43,0.3455923604906834,0.12509953755186057,0.12105178102811977,0.6157231263203413
Non-hospitalised,44,0.338496930188579,0.12215474225755765,0.11924101846558083,0.6022779663889223
Non-hospitalised,45,0.33146376547799866,0.11923553683295574,0.11744616939168682,0.588951344695293
Non-hospitalised,46,0.32452729404600356,0.11635658360508666,0.11567591841639585,0.5758078616071771
Non-hospitalised,47,0.3175981075789722,0.11348009737378251,0.11390764086743731,0.562679232119323
Non-hospitalised,48,0.31073077269031385,0.11062928234372903,0.1121551099656563,0.5496679077334611
Non-hospitalised,49,0.30388247811107827,0.10778613617012718,0.11040747036751382,0.536693149339143
Non-hospitalised,50,0.2971198479678769,0.10497887338389641,0.10868156732911628,0.5238802533689657
Non-hospitalised,51,0.29036996947241006,0.1021768061187415,0.1069589194943058,0.5110917606059304
Non-hospitalised,52,0.28370321811941773,0.09940966826053184,0.1052573375442174,0.4984601445525866
Non-hospitalised,53,0.27706090180607396,0.09665280519199773,0.10356193294425813,0.48587467094934517
Non-hospitalised,54,0.27047559464964416,0.09391998969186444,0.10188094719259873,0.4733966385719911
Non-hospitalised,55,0.26394276055882826,0.0912093637644439,0.10019939583673432,0.4610090689705219
Non-hospitalised,56,0.25741896499947187,0.08850276282618288,0.09850538422568694,0.44862574933545263
Non-hospitalised,57,0.2509316451012571,0.08581177226869677,0.0968204781637105,0.43631287415067743
Non-hospitalised,58,0.24448555851359371,0.08313843881695543,0.09514585923000562,0.42407966037886397
Non-hospitalised,59,0.2380976590506071,0.08048989780686734,0.09348585228139866,0.41195854769201035
Non-hospitalised,60,0.23169470827357663,0.07783557419605473,0.09182159706586931,0.39981002935219584
Non-hospitalised,61,0.2254130175341404,0.0752324690050446,0.09018813040010298,0.3878939891013679
Non-hospitalised,62,0.21920573600054505,0.07266099301099839,0.08857341064653149,0.37612110190436643
Non-hospitalised,63,0.2131194886001558,0.07014057952616648,0.08698947049069689,0.3645800895357563
Non-hospitalised,64,0.20707838829758055,0.06763957895522456,0.08541674666095075,0.35312647406650227
Non-hospitalised,65,0.20109865713106653,0.06516476926692721,0.08390755869944179,0.34179115741435245
Non-hospitalised,66,0.19518390227926363,0.06271766090536329,0.08247388863234043,0.3305810071122692
Non-hospitalised,67,0.1892293018574173,0.06025469959918022,0.0810309189823258,0.31929687018193276
Non-hospitalised,68,0.183415669684931,0.05785107032586416,0.07962258191267121,0.3082823651524914
Non-hospitalised,69,0.17744523883111218,0.05538314492569381,0.07815890646193864,0.2969720245509992
Non-hospitalised,70,0.1716548196203046,0.05299079146140027,0.07669008230247089,0.28600546795021076
Non-hospitalised,71,0.1659497925244548,0.05063470560141578,0.07524253462660221,0.27519373275738085
Non-hospitalised,72,0.16024448803492491,0.04827940127482746,0.07379460805042974,0.2643639538565424
Non-hospitalised,73,0.15465964426767292,0.04597490907656705,0.07237683511943498,0.2537613457064154
Non-hospitalised,74,0.1491238354379841,0.04369165860288142,0.0709711598960747,0.243250442808294
Non-hospitalised,75,0.14371415796228382,0.04146154391876753,0.06959710314658914,0.23297761188818333
Non-hospitalised,76,0.1383160895128293,0.03923724277427792,0.06822568226710168,0.22272549947480852
Non-hospitalised,77,0.13282800990439883,0.03697689773769944,0.06681944849334087,0.21230106686238537
Non-hospitalised,78,0.12766633217267775,0.0348524158177481,0.06546467260708314,0.20252194056691522
Non-hospitalised,79,0.12235611102816751,0.03266790477205287,0.06391144227056679,0.19253287936259056
Non-hospitalised,80,0.11726958467875982,0.03057691415655482,0.06242191511614801,0.18296938881275093
Non-hospitalised,81,0.11234071194776926,0.028552217477145123,0.06097702739308131,0.1737065647425046
Non-hospitalised,82,0.1074202240231942,0.02653249015312515,0.05953327417477291,0.16447046052135147
Non-hospitalised,83,0.10267893461983664,0.02458810196990748,0.058140632539097264,0.1555781097545446
Non-hospitalised,84,0.09821591597429588,0.02275975250429454,0.05682828953766166,0.14721180040070667
Non-hospitalised,85,0.09381967836475429,0.020960759556513987,0.05570277246375521,0.1389741452381525
Non-hospitalised,86,0.08973711512074098,0.01929242838635522,0.054673143494951885,0.13132784878609663
Non-hospitalised,87,0.08588686547342958,0.017721455120662855,0.05375268878594163,0.12411970540619748
Non-hospitalised,88,0.08240288311375255,0.016302521525192723,0.05311179624137857,0.11760010597855183
Non-hospitalised,89,0.07919798526694465,0.01499991030083235,0.05251781445739823,0.11160507702212016
Non-hospitalised,90,0.0760852859443966,0.013737693304721672,0.05193665693288433,0.10578433816974186
Non-hospitalised,91,0.07346822409551583,0.01267958347295588,0.05144753582091192,0.10089265282959214
Non-hospitalised,92,0.07111134576707337,0.011729625680320335,0.05100666572439246,0.09648886134540555
Non-hospitalised,93,0.06862327884099867,0.01073029589277641,0.050508792504059236,0.09184086673196135
Non-hospitalised,94,0.06635802939075054,0.009824942405041854,0.04996635360228365,0.08761106984572099
Non-hospitalised,95,0.06446329218957852,0.009072265287142915,0.04948378241644931,0.08408177600555448
Non-hospitalised,96,0.0628299761528013,0.008427954352569716,0.04904753898758546,0.08103597513676718
Non-hospitalised,97,0.06141473283963813,0.007874243324206187,0.048558258230492736,0.07836741119989726
Non-hospitalised,98,0.060242671920720095,0.007420073305016654,0.04806456118634618,0.07616849104060891
Non-hospitalised,99,0.05893216363182444,0.006917901396237798,0.047480459961681466,0.0735471354749697
Non-hospitalised,100,0.05841113554170002,0.006721574235632432,0.047217699380334446,0.07250741796315739
Non-hospitalised,101,0.056792687648659544,0.0061184691960879025,0.0463669201575408,0.0693903268888641
Non-hospitalised,102,0.0561004570630279,0.0058678217266162356,0.045997641783945116,0.06814937572294409
Non-hospitalised,103,0.0541670890468859,0.005193189829185163,0.04493278572752034,0.06474419863070667
Non-hospitalised,104,0.05076425143864377,0.004161015296416293,0.04321347389191943,0.0593286141058432
Non-hospitalised,105,0.04217416684953291,0.002648531198275986,0.03715099723197867,0.04768969718325404
Hospitalised (no IC),0,2.060550970737883,0.7888757196302463,0.6683595904619504,3.7080219762562714
Hospitalised (no IC),1,2.0363948202710738,0.7799912186269522,0.6614378642869501,3.6678680157507286
Hospitalised (no IC),2,2.0066300146995264,0.7685883415828335,0.6527012154780786,3.615680579885052
Hospitalised (no IC),3,1.9767622645757577,0.7571249807566349,0.6439242124415689,3.5631826091994325
Hospitalised (no IC),4,1.9470639385572024,0.7457203382515437,0.6351935804767438,3.5109397957901076
Hospitalised (no IC),5,1.917411121602378,0.7343165027963666,0.6264682878053354,3.4586737659404925
Hospitalised (no IC),6,1.887996684635413,0.722998220164478,0.6178098753534833,3.406402183796311
Hospitalised (no IC),7,1.8587240532969935,0.7117206190903365,0.6091864940758075,3.3536834296939855
Hospitalised (no IC),8,1.8296497929397404,0.7005078452200524,0.6006158978208778,3.301286014019721
Hospitalised (no IC),9,1.8008149053594045,0.6893772690400981,0.5921109003751648,3.2492885153371676
Hospitalised (no IC),10,1.7721714304894183,0.6783064877394303,0.5836556597464475,3.1975933984151923
Hospitalised (no IC),11,1.7437250070515968,0.6672973290792279,0.575251723111404,3.1462100509968733
Hospitalised (no IC),12,1.715578664625572,0.6563954710136762,0.5669321305400534,3.0953414646270807
Hospitalised (no IC),13,1.6875947786429562,0.6455386920630447,0.558652297886863,3.044713512318828
Hospitalised (no IC),14,1.6599703629537774,0.6348150427980326,0.5504756696954926,2.994716104684617
Hospitalised (no IC),15,1.6324791639201583,0.6241227966077958,0.5423291962508108,2.944900195458608
Hospitalised (no IC),16,1.6053729570970605,0.6135746756221053,0.5342940141263027,2.895764453980293
Hospitalised (no IC),17,1.5784428586749673,0.6030769866476617,0.52630279556631,2.846895047878617
Hospitalised (no IC),18,1.551804549619825,0.5926815610594294,0.5183928468174056,2.798521266412659
Hospitalised (no IC),19,1.5255915294755835,0.5824481301164379,0.5106071589886956,2.7509073212490027
Hospitalised (no IC),20,1.4994641704860123,0.5722249321031965,0.5028365364401912,2.703382142405479
Hospitalised (no IC),21,1.4735661643391043,0.5620764963394806,0.49512736355927656,2.6562308359768565
Hospitalised (no IC),22,1.448101912946431,0.5520942628396454,0.4875454270861814,2.609950794307127
Hospitalised (no IC),23,1.4227188005764955,0.5421212374137793,0.4799776330877759,2.563757793983562
Hospitalised (no IC),24,1.397558374419206,0.5322210135811685,0.4724696665901301,2.5179194820521773
Hospitalised (no IC),25,1.3726244868686008,0.5223957696210195,0.4650229877975357,2.472445291860925
Hospitalised (no IC),26,1.3478355459022227,0.5126098077876864,0.4576117254538307,2.4271746232736193
Hospitalised (no IC),27,1.3234059815327435,0.5029588358051352,0.4503047672260066,2.3825364980368464
Hospitalised (no IC),28,1.299103893583911,0.4933405834805126,0.44302818782783226,2.3380714043640185
Hospitalised (no IC),29,1.275033830631171,0.48380204312932285,0.4357333863968854,2.293989660744019
Hospitalised (no IC),30,1.2511791637152294,0.4743365105811507,0.42845019319101235,2.250260529823485
Hospitalised (no IC),31,1.2275947432541539,0.4649688127898837,0.42124949472075984,2.2069949299607927
Hospitalised (no IC),32,1.2041146482911393,0.45562663091777283,0.414080687693152,2.163867032340474
Hospitalised (no IC),33,1.1807931940121141,0.4463347768720132,0.4069603316604516,2.1209874237538986
Hospitalised (no IC),34,1.1576966011112484,0.43712310824617834,0.3999086180474428,2.0784895593360924
Hospitalised (no IC),35,1.1347096628384705,0.4279420391244117,0.3928904071591954,2.036149316271681
Hospitalised (no IC),36,1.1119348212749152,0.41883724043990694,0.38593693735933526,1.9941713465465947
Hospitalised (no IC),37,1.0892851785055717,0.40977169332640256,0.37902170150031494,1.9523878743519205
Hospitalised (no IC),38,1.0668651724575868,0.4007916950487877,0.3721765480293014,1.9110066270134398
Hospitalised (no IC),39,1.0445755054844943,0.39185497119085927,0.3653711871702948,1.8698359602586208
Hospitalised (no IC),40,1.0225495907053996,0.38302008303668533,0.3586463065018931,1.8291392696018636
Hospitalised (no IC),41,1.000649440502176,0.37422816784898505,0.3519598146954451,1.7886498365728896
Hospitalised (no IC),42,0.9787965784726628,0.36544648480122605,0.3452877696023148,1.748218424552922
Hospitalised (no IC),43,0.9572316691529349,0.35677934464091293,0.3387035747815571,1.7083157233604436
Hospitalised (no IC),44,0.9356839618999959,0.3481114507425498,0.3321246396840985,1.6684190445568392
Hospitalised (no IC),45,0.9143133324694183,0.33951221338854837,0.325599726465226,1.628841455949311
Hospitalised (no IC),46,0.8932402363993908,0.33103355768071074,0.3191655762523056,1.5898176049593817
Hospitalised (no IC),47,0.8721644862294633,0.32254848379809625,0.3127306142721532,1.5507707375412783
Hospitalised (no IC),48,0.8512754837125669,0.3141383488625056,0.3063526128716732,1.5120688471873907
Hospitalised (no IC),49,0.8304333803905739,0.30574475886624514,0.2999889059241259,1.473445811604065
Hospitalised (no IC),50,0.8098643916743308,0.2974639125008499,0.29370850020255573,1.4353379302643092
Hospitalised (no IC),51,0.789329141098889,0.2891956140387329,0.2874383658496502,1.3972888723739183
Hospitalised (no IC),52,0.7690636005480476,0.2810396227556537,0.28125048908228667,1.3597518069083083
Hospitalised (no IC),53,0.7488771478207469,0.2729165671787418,0.27508671187206407,1.3223647416360154
Hospitalised (no IC),54,0.7288794443674487,0.26487288963003575,0.2689804874989621,1.285338564936116
Hospitalised (no IC),55,0.7090578060306445,0.25690372093547004,0.2629279439970828,1.2486505887240185
Hospitalised (no IC),56,0.6892746424888133,0.24895247976012233,0.2568870992042889,1.2120419041355088
Hospitalised (no IC),57,0.669621646513413,0.24105786151344777,0.25088592565535417,1.17568839947958
Hospitalised (no IC),58,0.6501163317047317,0.23322757092691113,0.24492976460327445,1.1396247413595229
Hospitalised (no IC),59,0.6308143176892278,0.22548487110612575,0.23903558507297085,1.1039569317606805
Hospitalised (no IC),60,0.611485883624957,0.2177357743699606,0.23304443138255534,1.0682542939821327
Hospitalised (no IC),61,0.5925625124453483,0.21015763006147303,0.22715231040861683,1.0333285421588827
Hospitalised (no IC),62,0.5738958756596128,0.20268946407904287,0.22132868928104113,0.9989006197342739
Hospitalised (no IC),63,0.5556307031059575,0.19539017231510364,0.2156171248046777,0.9652407924386167
Hospitalised (no IC),64,0.5375302041084032,0.1881631452988128,0.2099467716204541,0.9319060046603586
Hospitalised (no IC),65,0.5196452933053206,0.18102923002817453,0.20433276258828942,0.8989917331764077
Hospitalised (no IC),66,0.50198722913195,0.1739930360317827,0.1987784652142221,0.8665190455817708
Hospitalised (no IC),67,0.4842358461519229,0.16692540714979742,0.19315889219499652,0.8338937985108686
Hospitalised (no IC),68,0.4669448846262196,0.1600501065705719,0.18766057256598256,0.8021446546486617
Hospitalised (no IC),69,0.44920928946015387,0.15300296880073805,0.1820122265162036,0.7695952911044245
Hospitalised (no IC),70,0.43205292098132664,0.14619608775028822,0.17653053966077273,0.7381421768707311
Hospitalised (no IC),71,0.4151868176493833,0.13951294849575946,0.1711266537008419,0.7072491054099141
Hospitalised (no IC),72,0.39835329890232346,0.13285053219197604,0.16571037181028667,0.6764407843963799
Hospitalised (no IC),73,0.38191411342017706,0.12635336717717063,0.16024655973448065,0.6463834179770777
Hospitalised (no IC),74,0.36565454757621274,0.1199356980242615,0.15482588917130707,0.6166810579088422
Hospitalised (no IC),75,0.3498027773163508,0.11368813616858364,0.14973148832193164,0.5877518328130839
Hospitalised (no IC),76,0.3340182386601056,0.10747549069598747,0.14490243656055263,0.5589704493095778
Hospitalised (no IC),77,0.3180029461803833,0.1011805551231043,0.14000069351300753,0.5297929316074147
Hospitalised (no IC),78,0.30298137479174536,0.09528709164041528,0.13540014573446865,0.5024571512684358
Hospitalised (no IC),79,0.28755736798598447,0.0892443731843655,0.13067445669509287,0.47441179611162076
Hospitalised (no IC),80,0.27282035243880326,0.08348167510154365,0.125844390671124,0.4476440350581566
Hospitalised (no IC),81,0.2585733811533326,0.07792105031463101,0.1209786167532723,0.421791848871391
Hospitalised (no IC),82,0.24438100083920958,0.07239222228660891,0.11611940899566298,0.39606201818275544
Hospitalised (no IC),83,0.23073703034311946,0.06708866348390205,0.11139342298390445,0.3713506691116126
Hospitalised (no IC),84,0.21792322150520188,0.06211969071444573,0.1069185950796418,0.34816551376265276
Hospitalised (no IC),85,0.2053264552057001,0.057246933705098306,0.1025085000244945,0.3253950828365652
Hospitalised (no IC),86,0.19365353462160778,0.05274461484152754,0.09848198868833823,0.30435626767023455
Hospitalised (no IC),87,0.18266613967090842,0.04851995829939202,0.09549991035389635,0.2850679085411586
Hospitalised (no IC),88,0.17274289023299091,0.044717952153326794,0.09272031190004255,0.26777587283928833
Hospitalised (no IC),89,0.16362982039231586,0.041239735497187756,0.09001613480213659,0.25191634840927724
Hospitalised (no IC),90,0.15479149656729563,0.03788087574375309,0.08814644178588242,0.2365693917882648
Hospitalised (no IC),91,0.1473728083565635,0.03507601192806938,0.08573085957313575,0.22370403636039893
Hospitalised (no IC),92,0.14069995245735223,0.03256666807000206,0.08291113301529572,0.2119696812968471
Hospitalised (no IC),93,0.13366081178898603,0.029936002197673287,0.08090523762304913,0.1990284689556939
Hospitalised (no IC),94,0.12725829629858107,0.027562963860101538,0.07859788753181257,0.18729465358390862
Hospitalised (no IC),95,0.1219077102207862,0.025598894383694813,0.07639351227874588,0.17727217936153702
Hospitalised (no IC),96,0.11729776582159515,0.023924613747140715,0.07448855663963723,0.16859330845804624
Hospitalised (no IC),97,0.11330456853718457,0.022491443853305388,0.07289939831098828,0.1612881694906993
Hospitalised (no IC),98,0.1099988045428584,0.021320261534055585,0.0717728375345348,0.15543668204437266
Hospitalised (no IC),99,0.10630053325954805,0.02002921503266152,0.0713475752385462,0.14852536501773733
Hospitalised (no IC),100,0.10483647136874269,0.019527028120279524,0.07089971572898067,0.14594823614286248
Hospitalised (no IC),101,0.10026883155297457,0.01798384349840153,0.06858688552190723,0.1381692591299623
Hospitalised (no IC),102,0.09832344937394583,0.017345152340223734,0.06763556008471919,0.1352190706002572
Hospitalised (no IC),103,0.09289679949439703,0.015625968544237506,0.0652563342906566,0.12612494947192782
Hospitalised (no IC),104,0.08358195426944316,0.01298138279387945,0.06166624145534747,0.11183932523663703
Hospitalised (no IC),105,0.06348426539360642,0.00879683576174061,0.04815228817165056,0.0814516592376916
Hospitalised (IC),0,3.178450340383496,1.0623170074535604,1.3140975497574938,5.430456992554764
Hospitalised (IC),1,3.140496962398689,1.0505792649017696,1.298580852651232,5.367496468356843
Hospitalised (IC),2,3.093835175490928,1.03533720984766,1.2796523814220357,5.288435482108783
Hospitalised (IC),3,3.0470171615833,1.020006165181638,1.260667594641326,5.209030263626919
Hospitalised (IC),4,3.0004665128356662,1.0047510036712164,1.2417934932155936,5.130052433213498
Hospitalised (IC),5,2.953991281067552,0.9894904546821763,1.2229555822550293,5.051139385055839
Hospitalised (IC),6,2.9078913634876313,0.9743418357590797,1.2042719913114273,4.9728385265597135
Hospitalised (IC),7,2.8620171018559604,0.9592422631145874,1.185684537832481,4.894868228560734
Hospitalised (IC),8,2.816456595187438,0.9442249432286011,1.1672281418607244,4.817386895868006
Hospitalised (IC),9,2.7712737298417123,0.9293137231377602,1.1489281668300257,4.740508949441524
Hospitalised (IC),10,2.7263941960965883,0.9144771840947087,1.1307557420825851,4.664094345371307
Hospitalised (IC),11,2.681826885054892,0.8997176644258332,1.11271455685302,4.588157252815025
Hospitalised (IC),12,2.6377319179162613,0.8850985246896663,1.09486755911838,4.512993391405647
Hospitalised (IC),13,2.593895628036395,0.8705331134856282,1.0771310862924195,4.438216581184943
Hospitalised (IC),14,2.5506240705080776,0.8561437694425108,1.0596252599428762,4.364378267826749
Hospitalised (IC),15,2.507565857968617,0.8417890014375862,1.042212310292444,4.290829378563812
Hospitalised (IC),16,2.465112088511329,0.8276254745651972,1.025045693906665,4.218291042717379
Hospitalised (IC),17,2.422938294695457,0.8135229506946552,1.007998112854624,4.146164846742787
Hospitalised (IC),18,2.381224156664237,0.7995534855159903,0.9911400502226164,4.074782310850455
Hospitalised (IC),19,2.340177062002841,0.7858000768891152,0.9745529018532879,4.004525577701261
Hospitalised (IC),20,2.2992693180804413,0.7720519632788023,0.9580294384205942,3.9344236799763537
Hospitalised (IC),21,2.2587240904997077,0.7583988896411518,0.9416571674758797,3.864888745413267
Hospitalised (IC),22,2.218858930879599,0.7449678917028844,0.9255607475866986,3.7965056166428996
Hospitalised (IC),23,2.179125828465366,0.7315411406260464,0.9095247690182702,3.7282682132507987
Hospitalised (IC),24,2.139744621968403,0.7182070785168433,0.8936354396074567,3.6605824630861927
Hospitalised (IC),25,2.100721185805665,0.7049688905997434,0.8778949072994459,3.593460978211861
Hospitalised (IC),26,2.061928566454241,0.6917772635862789,0.8622530553262622,3.526673114798387
Hospitalised (IC),27,2.02369995825727,0.6787650742115274,0.8468407740756976,3.460831493191233
Hospitalised (IC),28,1.9856747327824613,0.6657907546783706,0.8315159825651262,3.3952777362074706
Hospitalised (IC),29,1.9480152703745148,0.6529196556024611,0.8163423635735789,3.3303115997799377
Hospitalised (IC),30,1.910695568813772,0.6401427087129619,0.8013094677364597,3.2658879337807165
Hospitalised (IC),31,1.8738007821269194,0.6274944945786368,0.7864506375713674,3.2021645390991056
Hospitalised (IC),32,1.837072697738092,0.614875189225124,0.7716638689151254,3.138673100085246
Hospitalised (IC),33,1.800595590762051,0.6023194232245622,0.756982090344825,3.075570577274101
Hospitalised (IC),34,1.7644722968182258,0.5898687420333392,0.7424456099704978,3.013047058529257
Hospitalised (IC),35,1.728523391189749,0.5774549075757732,0.7279833518850591,2.9507793406642793
Hospitalised (IC),36,1.6929080742215767,0.5651412992030072,0.7136578843480955,2.8890598092664455
Hospitalised (IC),37,1.6574909280748922,0.5528770991570338,0.6994154459227953,2.8276458669248665
Hospitalised (IC),38,1.6224343131722392,0.5407264682185543,0.685319931450076,2.766834746376942
Hospitalised (IC),39,1.587583484026745,0.5286313810999885,0.6713098996137408,2.706349300490202
Hospitalised (IC),40,1.5531459721294658,0.516672805049435,0.6574672038718309,2.6465673972563875
Hospitalised (IC),41,1.518906763581826,0.5047699056029838,0.6437065106414784,2.5871035282680546
Hospitalised (IC),42,1.4847434184150972,0.4928779642889045,0.629978999689619,2.52774073046308
Hospitalised (IC),43,1.4510305890137483,0.48114076896758284,0.6164328519513979,2.4691564965191093
Hospitalised (IC),44,1.417346347618302,0.4694000521782775,0.6029005545543752,2.410595012147343
Hospitalised (IC),45,1.3839395546746855,0.4577515275106836,0.5894805001996748,2.352506699793231
Hospitalised (IC),46,1.350997788135381,0.4462666744703075,0.5762469659962149,2.2952297782196984
Hospitalised (IC),47,1.3180530702887951,0.43477143414500374,0.5630139006142704,2.2379288323775093
Hospitalised (IC),48,1.2854004065768512,0.4233777081270147,0.5498982092215218,2.181134775364892
Hospitalised (IC),49,1.252821615305268,0.4120057158766751,0.53681291273776,2.124460806104398
Hospitalised (IC),50,1.2206692477730154,0.40078745356212503,0.5238980189104191,2.068538030681997
Hospitalised (IC),51,1.1885698980994226,0.3895859495794265,0.511004742941351,2.012703610402248
Hospitalised (IC),52,1.1568914475116003,0.37853788975816866,0.49827936079569163,1.957614056106107
Hospitalised (IC),53,1.1253364529658516,0.3675349042656585,0.4856032261563164,1.9027428318073212
Hospitalised (IC),54,1.0940758583742176,0.3566406447813631,0.47304428247966274,1.848395303290754
Hospitalised (IC),55,1.0630897817513585,0.34584858687685427,0.46059446985893227,1.7945377373563083
Hospitalised (IC),56,1.0321633778120387,0.3350817037672996,0.4481678695737955,1.7407970522058631
Hospitalised (IC),57,1.0014396087291353,0.3243929753526299,0.4358213446186215,1.687423749421175
Hospitalised (IC),58,0.9709457118803051,0.31379303519049856,0.4235656295893165,1.6344668753979474
Hospitalised (IC),59,0.9407684502514716,0.3033136527300779,0.4114352981871076,1.582080352982992
Hospitalised (IC),60,0.9105490161088274,0.29282703288644574,0.39928671199017823,1.5296349799776798
Hospitalised (IC),61,0.8809611766832122,0.2825745060509121,0.3873893382836306,1.478315124692939
Hospitalised (IC),62,0.8517733155140552,0.272473054138603,0.37565054593360203,1.4277136263018941
Hospitalised (IC),63,0.82321155846687,0.26260260109439554,0.36416095711683677,1.378225915981521
Hospitalised (IC),64,0.7949059992330235,0.25283185900695515,0.35277240953189226,1.3292042292688182
Hospitalised (IC),65,0.7669361610729237,0.24318912524430705,0.34151673606956273,1.280788041150603
Hospitalised (IC),66,0.7393196311127035,0.23368061316190716,0.33040098099958143,1.233008151742061
Hospitalised (IC),67,0.7115559434847096,0.22413126105055114,0.31922423385659715,1.1849932170861937
Hospitalised (IC),68,0.6845106071031025,0.214844302924399,0.30833385245128253,1.1382512399671412
Hospitalised (IC),69,0.6567686814005423,0.20532650516172138,0.29716151564787585,1.09032202656409
Hospitalised (IC),70,0.6299308373006038,0.1961358540254393,0.2863428776396084,1.0439888054427102
Hospitalised (IC),71,0.6035453832757195,0.18711437964332836,0.2757009008899831,0.9984651833656782
Hospitalised (IC),72,0.577209341210449,0.17812262650472813,0.26507591424977434,0.9530525235333872
Hospitalised (IC),73,0.5514885040423124,0.169355867468065,0.2546956586893134,0.9087306624368511
Hospitalised (IC),74,0.5260470823416233,0.16069796777904977,0.24442503506721774,0.8649175411910917
Hospitalised (IC),75,0.5012420880167279,0.1522711079848149,0.23440798987445918,0.8222292898559429
Hospitalised (IC),76,0.476540740238586,0.14389244098464096,0.22442984893021767,0.7797451895322494
Hospitalised (IC),77,0.45147666732546443,0.13540355566145776,0.21404539178387194,0.7366625098748018
Hospitalised (IC),78,0.4279661070294624,0.1274570939497992,0.20423866713390265,0.6962821724336845
Hospitalised (IC),79,0.4038241276770303,0.11930935074987145,0.19415297869754974,0.6548407384220591
Hospitalised (IC),80,0.3807558724525932,0.11153914623811369,0.18449644519953928,0.615271509006565
Hospitalised (IC),81,0.3584532624449723,0.10404071870032378,0.17512762194306664,0.577041656114385
